Pathway	ERR1960500	ERR1960501	ERR1960503	ERR1960504	ERR1960505	ERR1960506	ERR1960507	ERR1960508	ERR1960509	ERR1960510	ERR1960511	ERR1960512	ERR1960513	ERR1960515	ERR3078909	ERR3078910	ERR3078911	ERR3078912	ERR3078913	ERR3890090	ERR3890091	ERR3890092	ERR3890093	ERR3890094	ERR3890095	ERR3890096	ERR3890097	ERR3890098	ERR3890099	ERR3890100	ERR3890102	ERR3890103	ERR3890104	ERR3890105	ERR3890106	ERR3890107	ERR3890108	ERR3890109	ERR3890110	ERR3890111	ERR3890112	SRR12277191	SRR12277192	SRR12277193	SRR12277194	SRR12277195	SRR12277196	SRR12277197	SRR12277198	SRR12277199	SRR12277200	SRR12277201	SRR12277202	SRR13106729	SRR13106730	SRR13106731	SRR13106732	SRR13106733	SRR13106734	SRR13106735	SRR13106736	SRR13106737	SRR13106738	SRR13106739	SRR13106740
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	0	6.84E-05	0.000113787	0.000147251	0.000147738	8.23E-05	0	9.99E-05	6.45E-05	0.000154778	7.81E-05	0.000162112	8.87E-05	0.000139951	9.00E-05	0.000131385	0.000113614	0.000115241	0.000108701	7.82E-05	0.000112343	7.04E-05	5.37E-05	4.17E-05	4.89E-05	3.64E-05	6.93E-05	7.52E-05	4.60E-05	7.39E-05	5.77E-05	6.74E-05	0.000128315	0.000112016	8.97E-05	6.56E-05	5.89E-05	7.97E-05	5.98E-05	0.000332666	0	0.000203676	0.000119387	0.000125841	0.000115232	0.000130612	0.000122676	0.000119236	0.000141164	0.000208638	0.000204247	9.43E-05	8.66E-05	0	0	0.000162275	0.00011904	0.000160958	0.000129184	0.000140157	0.000142492	7.03E-05	0	0.000150133	0.000157415
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bradyrhizobium.s__Bradyrhizobium_erythrophlei	0	0	4.06E-06	6.60E-06	8.54E-06	3.12E-06	0	0	0	0	0	0	0	0	9.14E-06	3.00E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lactobacillus.s__Lactobacillus_fermentum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.60E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Listeria.s__Listeria_monocytogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.03E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Nostoc.s__Nostoc_commune	0	0	0	0	0	0	0	0	0	0	1.95E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Nostoc.s__Nostoc_flagelliforme	0	0	0	0	0	0	0	0	0	0	1.59E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Pseudomonas.s__Pseudomonas_aeruginosa_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Pseudomonas.s__Pseudomonas_fluorescens_group	0	0	0	0	0	0	0	0	0	0	0	0	3.44E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified	0	6.84E-05	0.000108031	0.000137201	0.000135842	7.85E-05	0	9.99E-05	6.45E-05	0.000154778	7.74E-05	0.000162112	8.80E-05	0.000139781	7.96E-05	0.000127218	0.000110531	0.000111129	0.000108701	7.82E-05	0.000112343	7.04E-05	5.37E-05	4.17E-05	4.89E-05	3.64E-05	6.93E-05	7.52E-05	4.60E-05	7.39E-05	5.77E-05	6.30E-05	0.000127032	0.000112016	8.97E-05	6.56E-05	5.89E-05	7.97E-05	5.98E-05	0.000224292	0	0.000203676	0.000119387	0.000125841	0.000115232	0.000130612	0.000122676	0.000119236	0.000141164	0.000208638	0.000204247	9.43E-05	8.58E-05	0	0	0.000162275	0.00011904	0.000160958	0.000129161	0.000140157	0.000142492	7.03E-05	0	0.000150133	0.00015739
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	0	6.24E-05	0.000113071	0.000153062	0.000150263	7.85E-05	0	9.98E-05	6.26E-05	0.000153277	8.12E-05	0.000165044	8.36E-05	0.000135762	8.65E-05	0.00011845	0.000106368	0.000108105	0.00010018	6.97E-05	0.000108055	6.90E-05	6.49E-05	4.46E-05	4.99E-05	3.69E-05	6.69E-05	6.77E-05	4.43E-05	6.99E-05	5.78E-05	6.28E-05	0.000118277	1.00E-04	8.04E-05	6.38E-05	5.60E-05	7.14E-05	6.13E-05	0.000341772	0	0.000210047	0.000119051	0.000128172	0.000114439	0.000126146	0.000116394	0.000113456	0.000131842	0.000218851	0.000215265	0.000100914	7.94E-05	0	0	0.000141159	9.85E-05	0.000142108	0.000112318	0.000136726	0.000146329	6.40E-05	0	0.000151285	0.000156821
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bradyrhizobium.s__Bradyrhizobium_erythrophlei	0	0	5.01E-06	8.82E-06	1.01E-05	3.53E-06	0	0	0	0	0	0	0	0	9.17E-06	3.71E-06	2.47E-06	2.90E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Lactobacillus.s__Lactobacillus_fermentum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.63E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Limnoraphis.s__Limnoraphis_robusta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Listeria.s__Listeria_monocytogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.63E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Nostoc.s__Nostoc_commune	0	0	0	0	0	0	0	0	0	0	2.95E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Nostoc.s__Nostoc_flagelliforme	0	0	0	0	0	0	0	0	0	0	2.09E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Pseudomonas.s__Pseudomonas_aeruginosa_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.21E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Pseudomonas.s__Pseudomonas_fluorescens_group	0	0	0	0	0	0	0	0	0	0	0	0	4.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Staphylococcus.s__Staphylococcus_aureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|unclassified	0	6.24E-05	0.00010744	0.000142402	0.000138128	7.47E-05	0	9.98E-05	6.26E-05	0.000153277	8.04E-05	0.000165044	8.27E-05	0.00013562	7.67E-05	0.000113697	0.000103376	0.000104392	0.00010018	6.97E-05	0.000108055	6.90E-05	6.49E-05	4.46E-05	4.98E-05	3.69E-05	6.69E-05	6.77E-05	4.43E-05	6.99E-05	5.78E-05	5.80E-05	0.000116986	1.00E-04	8.04E-05	6.38E-05	5.60E-05	7.14E-05	6.13E-05	0.000230344	0	0.000210047	0.000119051	0.000128172	0.000114439	0.000126146	0.000116394	0.000113456	0.000131842	0.000218851	0.000215265	0.000100866	7.89E-05	0	0	0.000141159	9.85E-05	0.000142108	0.000112304	0.000136726	0.000146329	6.40E-05	0	0.000151285	0.000156801
ARO-PWY: chorismate biosynthesis I	0	4.07E-05	6.17E-05	9.18E-05	9.35E-05	4.46E-05	0	6.64E-05	2.84E-05	8.43E-05	3.85E-05	8.70E-05	6.30E-05	7.42E-05	6.20E-05	8.59E-05	7.75E-05	8.30E-05	7.25E-05	2.56E-05	4.53E-05	2.79E-05	2.92E-05	2.06E-05	1.82E-05	6.35E-06	2.45E-05	2.01E-05	1.88E-05	3.23E-05	1.77E-05	2.88E-05	5.08E-05	3.05E-05	2.64E-05	2.19E-05	1.82E-05	2.90E-05	2.86E-05	0.000330972	0	0.000132422	7.78E-05	8.46E-05	8.13E-05	8.00E-05	7.33E-05	8.55E-05	0.000102385	0.000134973	0.000129263	6.68E-05	6.36E-05	0	0	5.68E-05	4.39E-05	7.41E-05	5.85E-05	7.17E-05	7.13E-05	4.47E-05	0	7.87E-05	8.29E-05
ARO-PWY: chorismate biosynthesis I|g__Bradyrhizobium.s__Bradyrhizobium_erythrophlei	0	0	3.10E-06	7.29E-06	7.77E-06	1.71E-06	0	0	0	0	0	0	0	0	7.03E-06	2.81E-06	1.92E-06	2.80E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Enterococcus.s__Enterococcus_faecalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.83E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Listeria.s__Listeria_monocytogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.12E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Pseudomonas.s__Pseudomonas_aeruginosa_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.39E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Pseudomonas.s__Pseudomonas_fluorescens_group	0	0	0	0	0	0	0	0	0	0	0	0	2.50E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Staphylococcus.s__Staphylococcus_aureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|unclassified	0	4.05E-05	5.62E-05	8.37E-05	8.48E-05	4.09E-05	0	6.64E-05	2.84E-05	8.43E-05	3.82E-05	8.70E-05	6.21E-05	7.42E-05	5.32E-05	8.23E-05	7.29E-05	7.96E-05	7.25E-05	2.56E-05	4.53E-05	2.79E-05	2.92E-05	2.06E-05	1.82E-05	6.35E-06	2.45E-05	2.01E-05	1.88E-05	3.23E-05	1.77E-05	2.49E-05	5.02E-05	3.05E-05	2.64E-05	2.19E-05	1.82E-05	2.90E-05	2.86E-05	0.000198174	0	0.000132422	7.78E-05	8.46E-05	8.13E-05	8.00E-05	7.33E-05	8.55E-05	0.000102385	0.000134973	0.000129263	6.68E-05	6.35E-05	0	0	5.68E-05	4.39E-05	7.41E-05	5.85E-05	7.17E-05	7.13E-05	4.47E-05	0	7.87E-05	8.29E-05
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	0	1.03E-05	1.10E-05	3.44E-05	3.17E-05	1.02E-05	0	2.15E-05	7.50E-06	3.63E-05	1.15E-05	4.12E-05	1.77E-05	4.00E-05	6.90E-06	9.85E-06	3.10E-06	1.52E-06	4.09E-06	2.76E-05	2.38E-05	2.20E-05	1.52E-05	9.19E-06	1.40E-05	1.40E-05	2.13E-05	3.44E-05	1.56E-05	2.35E-05	1.76E-05	2.12E-05	3.23E-05	1.83E-05	3.05E-05	2.48E-05	1.85E-05	2.70E-05	1.47E-05	0.000395462	0	0	4.12E-06	3.59E-06	4.19E-06	1.90E-06	4.97E-07	3.84E-06	0	0	0	0	2.13E-06	0	0	7.11E-05	6.95E-05	4.93E-05	5.96E-05	7.29E-06	9.15E-06	1.08E-05	0	7.57E-06	5.86E-06
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Pseudomonas.s__Pseudomonas_aeruginosa_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified	0	1.03E-05	1.10E-05	3.31E-05	3.12E-05	1.02E-05	0	2.15E-05	7.50E-06	3.63E-05	1.08E-05	4.12E-05	1.69E-05	4.00E-05	6.79E-06	9.85E-06	3.10E-06	1.52E-06	4.09E-06	2.76E-05	2.38E-05	2.20E-05	1.52E-05	9.19E-06	1.40E-05	1.40E-05	2.13E-05	3.44E-05	1.56E-05	2.35E-05	1.76E-05	2.07E-05	3.23E-05	1.83E-05	3.05E-05	2.48E-05	1.85E-05	2.70E-05	1.47E-05	0.000306177	0	0	4.12E-06	3.59E-06	4.19E-06	1.90E-06	4.97E-07	3.84E-06	0	0	0	0	0	0	0	7.11E-05	6.95E-05	4.93E-05	5.96E-05	7.29E-06	9.15E-06	1.08E-05	0	7.57E-06	5.86E-06
AST-PWY: L-arginine degradation II (AST pathway)	0	0	0	0	0	0	0	0	0	0	0	0	5.92E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000157719	0	7.08E-07	0	0	0	0	0	0	0	0	4.41E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AST-PWY: L-arginine degradation II (AST pathway)|g__Pseudomonas.s__Pseudomonas_aeruginosa_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AST-PWY: L-arginine degradation II (AST pathway)|g__Pseudomonas.s__Pseudomonas_fluorescens_group	0	0	0	0	0	0	0	0	0	0	0	0	1.37E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AST-PWY: L-arginine degradation II (AST pathway)|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	3.41E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000120335	0	7.08E-07	0	0	0	0	0	0	0	0	4.41E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	0	0	2.55E-06	3.27E-05	4.10E-05	2.09E-06	0	2.22E-05	0	1.91E-05	1.01E-05	1.76E-05	8.37E-06	1.41E-05	7.13E-06	1.82E-05	2.79E-05	1.57E-05	2.70E-05	1.08E-05	0	0	1.04E-05	0	0	0	5.43E-06	9.96E-06	4.08E-06	1.12E-05	0	1.06E-05	1.36E-05	0	0	1.05E-05	0	7.68E-06	1.13E-05	0.000285317	0	1.68E-05	1.79E-05	1.71E-05	2.66E-05	2.35E-05	1.64E-05	1.89E-05	1.18E-05	1.59E-05	1.33E-05	1.12E-05	1.53E-05	0	0	0	0	8.26E-06	0	1.34E-05	1.84E-05	6.05E-06	0	1.22E-05	1.52E-05
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|g__Pseudomonas.s__Pseudomonas_aeruginosa_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.13E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|unclassified	0	0	2.54E-06	3.10E-05	3.84E-05	2.08E-06	0	2.22E-05	0	1.91E-05	9.91E-06	1.76E-05	8.34E-06	1.41E-05	6.99E-06	1.72E-05	2.52E-05	1.46E-05	2.70E-05	1.08E-05	0	0	1.04E-05	0	0	0	5.43E-06	9.96E-06	4.08E-06	1.12E-05	0	9.00E-06	1.35E-05	0	0	1.05E-05	0	7.68E-06	1.13E-05	0.000171952	0	1.68E-05	1.79E-05	1.71E-05	2.66E-05	2.35E-05	1.64E-05	1.89E-05	1.18E-05	1.59E-05	1.33E-05	1.12E-05	1.51E-05	0	0	0	0	8.26E-06	0	1.34E-05	1.84E-05	6.05E-06	0	1.22E-05	1.52E-05
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	0	0.000142614	0.000207381	0.000214856	0.000213035	0.000150704	3.23E-05	0.000156679	0.000125235	0.000223269	0.000123892	0.000221966	0.000169458	0.000209815	0.000146752	0.000236923	0.000199697	0.00023226	0.00020602	0.000123402	0.000163417	0.000112087	8.13E-05	8.13E-05	8.31E-05	5.29E-05	0.000107024	0.000135837	7.65E-05	0.000109119	0.000102979	0.00010805	0.000198983	0.000172338	0.000152236	0.000111156	9.27E-05	0.000128045	0.000113666	0.000387841	0	0.000269048	0.000171109	0.000193246	0.000180072	0.00019884	0.000174368	0.00018651	0.000195976	0.000268055	0.000271311	0.000127821	0.000146244	0	0	0.000310176	0.000289116	0.000296474	0.000277004	0.000240735	0.000243927	0.00013739	2.16E-05	0.000250846	0.000266852
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bradyrhizobium.s__Bradyrhizobium_erythrophlei	0	0	6.67E-06	1.17E-05	1.20E-05	5.80E-06	0	0	0	0	0	0	0	0	1.55E-05	5.81E-06	4.27E-06	6.25E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Listeria.s__Listeria_monocytogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Mucilaginibacter.s__Mucilaginibacter_gotjawali	0	0	0	0	0	0	0	0	0	0	0	0	1.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Pseudomonas.s__Pseudomonas_aeruginosa_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Pseudomonas.s__Pseudomonas_fluorescens_group	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Staphylococcus.s__Staphylococcus_aureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Thiodictyon.s__Candidatus_Thiodictyon_syntrophicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|unclassified	0	0.000141723	0.000197498	0.000201273	0.000198638	0.000143946	3.23E-05	0.000155885	0.000125235	0.000223217	0.000122875	0.000221966	0.000164515	0.000209329	0.000130466	0.000230669	0.00019497	0.000225339	0.00020602	0.000123402	0.000163417	0.000112087	8.13E-05	8.13E-05	8.27E-05	5.29E-05	0.000107024	0.000135837	7.65E-05	0.000109119	0.000102979	0.000105365	0.000196793	0.000172338	0.000152236	0.000111156	9.27E-05	0.000128045	0.000113666	0.000286026	0	0.000269048	0.000171109	0.000193246	0.000180072	0.00019884	0.000174368	0.00018651	0.000195976	0.000268055	0.000271311	0.000127821	0.000145177	0	0	0.000310176	0.000289116	0.000296474	0.000277004	0.000240735	0.000243756	0.00013739	2.16E-05	0.000250846	0.000266852
CALVIN-PWY: Calvin-Benson-Bassham cycle	0	6.63E-05	8.13E-05	0.000105078	0.000105787	7.90E-05	1.24E-05	7.14E-05	6.63E-05	0.000137951	7.28E-05	0.000140244	9.52E-05	0.000146402	6.78E-05	0.00010847	9.78E-05	9.04E-05	0.000102908	7.77E-05	0.000103646	6.64E-05	4.54E-05	3.55E-05	4.18E-05	2.56E-05	6.28E-05	7.47E-05	4.28E-05	8.15E-05	5.45E-05	7.56E-05	0.000130207	9.45E-05	9.89E-05	7.40E-05	5.99E-05	9.02E-05	6.82E-05	0.000398315	0	0.000104318	5.04E-05	5.87E-05	5.30E-05	8.75E-05	7.67E-05	8.01E-05	0.000105882	0.000103697	9.68E-05	4.77E-05	7.30E-05	0	0	0.000108129	0.000126662	0.00010532	0.000119541	9.77E-05	9.96E-05	6.66E-05	0	9.39E-05	0.000100878
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Bradyrhizobium.s__Bradyrhizobium_erythrophlei	0	0	0	2.83E-06	2.83E-06	0	0	0	0	0	0	0	0	0	1.56E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Limnoraphis.s__Limnoraphis_robusta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Listeria.s__Listeria_monocytogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.80E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Nostoc.s__Nostoc_commune	0	0	0	0	0	0	0	0	0	0	2.85E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Nostoc.s__Nostoc_flagelliforme	0	0	0	0	0	0	0	0	0	0	2.43E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
